,anzsic06,Area,year,geo_count,ec_count
2935192,A,A100200,2010,171,120
2935193,A,A100300,2010,18,25
2935194,A,A100400,2010,57,35
2935195,A,A100500,2010,81,130
2935196,A,A100600,2010,12,6
2935197,A,A100700,2010,15,25
2935198,A,A100800,2010,21,25
2935199,A,A100900,2010,69,50
2935200,A,A101000,2010,48,25
2935201,A,A101100,2010,21,6
2935202,A,A101200,2010,93,9
2935203,A,A101300,2010,102,12
2935204,A,A101400,2010,72,15
2935205,A,A101500,2010,54,25
2935206,A,A101600,2010,63,20
2935207,A,A101700,2010,72,60
2935208,A,A101800,2010,42,25
2935209,A,A101900,2010,63,30
2935210,A,A102000,2010,93,25
2935211,A,A102100,2010,42,18
2935212,A,A102200,2010,114,110
2935213,A,A102300,2010,93,55
2935214,A,A102400,2010,39,25
2935215,A,A102500,2010,30,20
2935216,A,A102600,2010,87,100
2935217,A,A102700,2010,54,30
2935218,A,A102800,2010,21,30
2935219,A,A102900,2010,51,9
2935220,A,A103000,2010,9,15
2935221,A,A103100,2010,57,80
2935222,A,A103200,2010,69,55
2935223,A,A103300,2010,63,30
2935224,A,A103400,2010,75,70
2935225,A,A103500,2010,18,15
2935226,A,A103600,2010,51,15
2935227,A,A103700,2010,6,9
2935228,A,A103800,2010,6,12
2935229,A,A103900,2010,6,0
2935230,A,A104000,2010,39,25
2935231,A,A104100,2010,72,50
2935232,A,A104200,2010,12,6
2935233,A,A104300,2010,9,18
2935234,A,A104400,2010,18,0
2935235,A,A104500,2010,0,0
2935236,A,A104600,2010,6,6
2935237,A,A104700,2010,96,40
2935238,A,A104800,2010,219,210
2935239,A,A104900,2010,183,100
2935240,A,A105100,2010,132,65
2935241,A,A105200,2010,6,3
2935242,A,A105300,2010,81,95
2935243,A,A105400,2010,327,140
2935244,A,A105500,2010,15,25
2935245,A,A105600,2010,39,6
2935246,A,A105700,2010,57,40
2935247,A,A105800,2010,3,3
2935248,A,A105900,2010,12,3
2935249,A,A106000,2010,0,0
2935250,A,A106100,2010,9,18
2935251,A,A106200,2010,3,0
2935252,A,A106300,2010,54,18
2935253,A,A106400,2010,0,0
2935254,A,A106500,2010,9,0
2935255,A,A106600,2010,6,0
2935256,A,A106700,2010,54,9
2935257,A,A106800,2010,3,0
2935258,A,A106900,2010,6,9
2935259,A,A107000,2010,3,0
2935260,A,A107100,2010,18,25
2935261,A,A107200,2010,6,0
2935262,A,A107300,2010,0,0
2935263,A,A107500,2010,6,15
2935264,A,A107600,2010,6,0
2935265,A,A107700,2010,45,40
2935266,A,A107800,2010,219,85
2935267,A,A107900,2010,6,65
2935268,A,A108000,2010,78,25
2935269,A,A108100,2010,3,0
2935270,A,A108200,2010,3,0
2935271,A,A108300,2010,6,6
2935272,A,A108400,2010,6,3
2935273,A,A108500,2010,45,65
2935274,A,A108600,2010,156,80
2935275,A,A108700,2010,3,0
2935276,A,A108800,2010,12,3
2935277,A,A108900,2010,15,35
2935278,A,A109000,2010,93,40
2935279,A,A109100,2010,384,500
2935280,A,A109200,2010,309,270
2935281,A,A109300,2010,42,70
2935282,A,A109400,2010,333,220
2935283,A,A109500,2010,165,95
2935284,A,A109600,2010,27,12
2935285,A,A109700,2010,126,90
2935286,A,A109800,2010,90,30
2935287,A,A109900,2010,9,0
2935288,A,A110100,2010,6,0
2935289,A,A110200,2010,153,75
2935290,A,A110300,2010,6,0
2935291,A,A110400,2010,276,170
2935292,A,A110500,2010,27,3
2935293,A,A110700,2010,153,120
2935294,A,A110800,2010,144,45
2935295,A,A110900,2010,63,50
2935296,A,A111100,2010,24,25
2935297,A,A111200,2010,192,180
2935298,A,A111300,2010,12,6
2935299,A,A111400,2010,30,65
2935300,A,A111500,2010,69,85
2935301,A,A111600,2010,120,18
2935302,A,A111700,2010,12,15
2935303,A,A111800,2010,15,12
2935304,A,A111900,2010,15,3
2935305,A,A112000,2010,3,0
2935306,A,A112100,2010,57,30
2935307,A,A112200,2010,3,3
2935308,A,A112300,2010,54,15
2935309,A,A112400,2010,12,18
2935310,A,A112500,2010,42,0
2935311,A,A112600,2010,51,40
2935312,A,A112700,2010,3,0
2935313,A,A112800,2010,3,0
2935314,A,A112900,2010,0,0
2935315,A,A113000,2010,3,0
2935316,A,A113200,2010,48,35
2935317,A,A113300,2010,6,3
2935318,A,A113400,2010,33,9
2935319,A,A113500,2010,30,21
2935320,A,A113600,2010,0,0
2935321,A,A113700,2010,6,3
2935322,A,A113800,2010,6,140
2935323,A,A113900,2010,3,0
2935324,A,A114000,2010,3,0
2935325,A,A114100,2010,15,0
2935326,A,A114200,2010,15,45
2935327,A,A114300,2010,6,6
2935328,A,A114400,2010,0,0
2935329,A,A114500,2010,3,0
2935330,A,A114700,2010,63,45
2935331,A,A114800,2010,6,25
2935332,A,A114900,2010,3,3
2935333,A,A115000,2010,24,30
2935334,A,A115300,2010,24,3
2935335,A,A115400,2010,6,0
2935336,A,A115500,2010,24,30
2935337,A,A115600,2010,18,6
2935338,A,A115700,2010,3,0
2935339,A,A115800,2010,0,0
2935340,A,A115900,2010,15,12
2935341,A,A116000,2010,3,0
2935342,A,A116100,2010,48,200
2935343,A,A116200,2010,3,0
2935344,A,A116300,2010,15,25
2935345,A,A116400,2010,57,35
2935346,A,A116600,2010,6,65
2935347,A,A116700,2010,0,0
2935348,A,A116800,2010,0,0
2935349,A,A116900,2010,0,0
2935350,A,A117000,2010,69,180
2935351,A,A117100,2010,15,6
2935352,A,A117300,2010,0,0
2935353,A,A117400,2010,3,0
2935354,A,A117500,2010,3,0
2935355,A,A117600,2010,0,0
2935356,A,A117700,2010,0,0
2935357,A,A117900,2010,3,0
2935358,A,A118000,2010,18,40
2935359,A,A118100,2010,3,0
2935360,A,A118200,2010,0,0
2935361,A,A118300,2010,3,0
2935362,A,A118400,2010,3,0
2935363,A,A118500,2010,0,0
2935364,A,A118600,2010,6,40
2935365,A,A118800,2010,6,45
2935366,A,A118900,2010,3,0
2935367,A,A119100,2010,3,0
2935368,A,A119200,2010,3,0
2935369,A,A119300,2010,0,3
2935370,A,A119400,2010,3,0
2935371,A,A119600,2010,0,0
2935372,A,A119800,2010,3,0
2935373,A,A119900,2010,0,3
2935374,A,A120100,2010,12,30
2935375,A,A120200,2010,6,18
2935376,A,A120300,2010,6,0
2935377,A,A120600,2010,3,6
2935378,A,A120700,2010,3,3
2935379,A,A120900,2010,3,3
2935380,A,A121100,2010,9,0
2935381,A,A121200,2010,3,0
2935382,A,A121400,2010,3,0
2935383,A,A121600,2010,3,0
2935384,A,A121700,2010,6,21
2935385,A,A121800,2010,0,0
2935386,A,A121900,2010,3,0
2935387,A,A122000,2010,3,0
2935388,A,A122100,2010,0,0
2935389,A,A122200,2010,3,0
2935390,A,A122300,2010,0,0
2935391,A,A122500,2010,6,0
2935392,A,A122700,2010,0,0
2935393,A,A122900,2010,0,0
2935394,A,A123500,2010,3,0
2935395,A,A123700,2010,3,0
2935396,A,A123800,2010,0,0
2935397,A,A123900,2010,0,0
2935398,A,A124100,2010,0,0
2935399,A,A124300,2010,0,0
2935400,A,A124500,2010,0,0
2935401,A,A124700,2010,9,30
2935402,A,A124900,2010,0,0
2935403,A,A125000,2010,3,6
2935404,A,A125100,2010,3,0
2935405,A,A125200,2010,6,0
2935406,A,A125300,2010,0,0
2935407,A,A125400,2010,3,0
2935408,A,A125500,2010,0,0
2935409,A,A125600,2010,0,0
2935410,A,A125700,2010,3,0
2935411,A,A125800,2010,0,0
2935412,A,A125900,2010,3,0
2935413,A,A126000,2010,6,6
2935414,A,A126100,2010,3,0
2935415,A,A126300,2010,0,0
2935416,A,A126400,2010,0,0
2935417,A,A126500,2010,0,0
2935418,A,A126600,2010,0,0
2935419,A,A126700,2010,3,0
2935420,A,A126800,2010,0,0
2935421,A,A126900,2010,0,0
2935422,A,A127000,2010,3,0
2935423,A,A127200,2010,0,0
2935424,A,A127300,2010,3,0
2935425,A,A127400,2010,3,0
2935426,A,A127500,2010,3,3
2935427,A,A127600,2010,12,30
2935428,A,A127900,2010,3,0
2935429,A,A128000,2010,6,0
2935430,A,A128200,2010,0,0
2935431,A,A128300,2010,3,6
2935432,A,A128400,2010,0,0
2935433,A,A128500,2010,0,0
2935434,A,A128700,2010,6,85
2935435,A,A128900,2010,0,0
2935436,A,A129100,2010,3,15
2935437,A,A129200,2010,3,3
2935438,A,A129300,2010,0,0
2935439,A,A129400,2010,3,6
2935440,A,A129500,2010,0,0
2935441,A,A129600,2010,3,6
2935442,A,A129700,2010,0,0
2935443,A,A129800,2010,0,0
2935444,A,A129900,2010,3,0
2935445,A,A130000,2010,15,9
2935446,A,A130200,2010,0,0
2935447,A,A130400,2010,3,0
2935448,A,A130700,2010,3,0
2935449,A,A130800,2010,0,0
2935450,A,A130900,2010,3,0
2935451,A,A131100,2010,3,0
2935452,A,A131200,2010,3,0
2935453,A,A131300,2010,9,0
2935454,A,A131500,2010,0,0
2935455,A,A131600,2010,0,0
2935456,A,A131700,2010,0,0
2935457,A,A131800,2010,6,0
2935458,A,A132200,2010,3,0
2935459,A,A132400,2010,3,0
2935460,A,A132500,2010,0,0
2935461,A,A132700,2010,3,0
2935462,A,A132800,2010,3,3
2935463,A,A133000,2010,0,0
2935464,A,A133100,2010,0,0
2935465,A,A133200,2010,3,9
2935466,A,A133300,2010,12,40
2935467,A,A133500,2010,0,0
2935468,A,A133600,2010,0,0
2935469,A,A133700,2010,6,0
2935470,A,A133800,2010,6,0
2935471,A,A133900,2010,3,3
2935472,A,A134000,2010,3,0
2935473,A,A134100,2010,3,0
2935474,A,A134300,2010,3,0
2935475,A,A134400,2010,6,0
2935476,A,A134500,2010,3,0
2935477,A,A134600,2010,3,0
2935478,A,A135100,2010,3,0
2935479,A,A135300,2010,3,0
2935480,A,A135400,2010,0,0
2935481,A,A135700,2010,3,0
2935482,A,A136000,2010,3,6
2935483,A,A136100,2010,0,0
2935484,A,A136300,2010,0,0
2935485,A,A136400,2010,3,0
2935486,A,A136700,2010,0,0
2935487,A,A136800,2010,0,0
2935488,A,A136900,2010,3,3
2935489,A,A137400,2010,6,0
2935490,A,A137800,2010,0,0
2935491,A,A137900,2010,0,0
2935492,A,A138000,2010,3,0
2935493,A,A138100,2010,0,0
2935494,A,A138300,2010,0,0
2935495,A,A138400,2010,0,0
2935496,A,A138500,2010,6,0
2935497,A,A138700,2010,6,0
2935498,A,A139000,2010,0,0
2935499,A,A139200,2010,3,0
2935500,A,A139300,2010,3,0
2935501,A,A139400,2010,0,0
2935502,A,A139600,2010,3,0
2935503,A,A139700,2010,3,0
2935504,A,A139900,2010,3,0
2935505,A,A140000,2010,9,3
2935506,A,A140300,2010,0,0
2935507,A,A140400,2010,3,0
2935508,A,A140600,2010,3,0
2935509,A,A140900,2010,3,0
2935510,A,A141100,2010,0,0
2935511,A,A141200,2010,3,0
2935512,A,A141400,2010,3,0
2935513,A,A141500,2010,3,0
2935514,A,A141600,2010,0,0
2935515,A,A141700,2010,3,0
2935516,A,A141800,2010,0,0
2935517,A,A142000,2010,0,0
2935518,A,A142200,2010,3,0
2935519,A,A142700,2010,3,0
2935520,A,A142800,2010,3,0
2935521,A,A143000,2010,3,0
2935522,A,A143100,2010,3,0
2935523,A,A143300,2010,0,0
3195106,A,A100100,2009,93,150
3195107,A,A100200,2009,177,140
3195108,A,A100300,2009,18,15
3195109,A,A100400,2009,66,40
3195110,A,A100500,2009,81,140
3195111,A,A100600,2009,12,18
3195112,A,A100700,2009,21,35
3195113,A,A100800,2009,21,21
3195114,A,A100900,2009,66,40
3195115,A,A101000,2009,45,25
3195116,A,A101100,2009,24,9
3195117,A,A101200,2009,96,18
3195118,A,A101300,2009,102,9
3195119,A,A101400,2009,75,40
3195120,A,A101500,2009,57,25
3195121,A,A101600,2009,63,20
3195122,A,A101700,2009,75,70
3195123,A,A101800,2009,42,35
3195124,A,A101900,2009,63,35
3195125,A,A102000,2009,96,25
3195126,A,A102100,2009,39,12
3195127,A,A102200,2009,123,90
3195128,A,A102300,2009,87,55
3195129,A,A102400,2009,36,30
3195130,A,A102500,2009,36,20
3195131,A,A102600,2009,93,100
3195132,A,A102700,2009,48,30
3195133,A,A102800,2009,21,180
3195134,A,A102900,2009,54,9
3195135,A,A103000,2009,12,15
3195136,A,A103100,2009,51,90
3195137,A,A103200,2009,66,50
3195138,A,A103300,2009,57,35
3195139,A,A103400,2009,81,75
3195140,A,A103500,2009,18,35
3195141,A,A103600,2009,51,15
3195142,A,A103700,2009,3,0
3195143,A,A103800,2009,6,12
3195144,A,A103900,2009,6,0
3195145,A,A104000,2009,39,25
3195146,A,A104100,2009,75,45
3195147,A,A104200,2009,12,9
3195148,A,A104300,2009,12,9
3195149,A,A104400,2009,12,3
3195150,A,A104500,2009,3,0
3195151,A,A104600,2009,6,6
3195152,A,A104700,2009,99,45
3195153,A,A104800,2009,234,210
3195154,A,A104900,2009,189,120
3195155,A,A105000,2009,3,0
3195156,A,A105100,2009,132,95
3195157,A,A105200,2009,6,6
3195158,A,A105300,2009,84,75
3195159,A,A105400,2009,339,130
3195160,A,A105500,2009,18,9
3195161,A,A105600,2009,42,3
3195162,A,A105700,2009,57,40
3195163,A,A105800,2009,0,0
3195164,A,A105900,2009,12,21
3195165,A,A106000,2009,3,0
3195166,A,A106100,2009,9,12
3195167,A,A106200,2009,3,0
3195168,A,A106300,2009,57,25
3195169,A,A106400,2009,0,0
3195170,A,A106500,2009,9,0
3195171,A,A106600,2009,6,0
3195172,A,A106700,2009,57,9
3195173,A,A106800,2009,3,0
3195174,A,A106900,2009,9,9
3195175,A,A107000,2009,3,3
3195176,A,A107100,2009,12,25
3195177,A,A107200,2009,6,0
3195178,A,A107300,2009,6,0
3195179,A,A107500,2009,3,6
3195180,A,A107600,2009,6,0
3195181,A,A107700,2009,45,35
3195182,A,A107800,2009,219,100
3195183,A,A107900,2009,6,50
3195184,A,A108000,2009,78,25
3195185,A,A108100,2009,6,3
3195186,A,A108200,2009,0,0
3195187,A,A108300,2009,9,9
3195188,A,A108400,2009,6,6
3195189,A,A108500,2009,45,65
3195190,A,A108600,2009,162,90
3195191,A,A108700,2009,6,0
3195192,A,A108800,2009,12,6
3195193,A,A108900,2009,18,40
3195194,A,A109000,2009,96,55
3195195,A,A109100,2009,393,580
3195196,A,A109200,2009,321,280
3195197,A,A109300,2009,39,25
3195198,A,A109400,2009,321,220
3195199,A,A109500,2009,168,100
3195200,A,A109600,2009,30,18
3195201,A,A109700,2009,129,110
3195202,A,A109800,2009,96,30
3195203,A,A109900,2009,9,0
3195204,A,A110100,2009,6,0
3195205,A,A110200,2009,159,85
3195206,A,A110300,2009,6,0
3195207,A,A110400,2009,276,180
3195208,A,A110500,2009,24,3
3195209,A,A110700,2009,159,120
3195210,A,A110800,2009,141,50
3195211,A,A110900,2009,60,55
3195212,A,A111100,2009,21,3
3195213,A,A111200,2009,192,200
3195214,A,A111300,2009,18,18
3195215,A,A111400,2009,30,65
3195216,A,A111500,2009,78,80
3195217,A,A111600,2009,126,21
3195218,A,A111700,2009,6,15
3195219,A,A111800,2009,18,6
3195220,A,A111900,2009,18,3
3195221,A,A112000,2009,6,0
3195222,A,A112100,2009,63,30
3195223,A,A112200,2009,6,3
3195224,A,A112300,2009,54,18
3195225,A,A112400,2009,9,25
3195226,A,A112500,2009,42,0
3195227,A,A112600,2009,57,25
3195228,A,A112700,2009,0,0
3195229,A,A112800,2009,3,0
3195230,A,A112900,2009,3,0
3195231,A,A113000,2009,3,0
3195232,A,A113200,2009,45,25
3195233,A,A113300,2009,3,3
3195234,A,A113400,2009,36,12
3195235,A,A113500,2009,30,25
3195236,A,A113700,2009,9,3
3195237,A,A113800,2009,6,130
3195238,A,A113900,2009,3,0
3195239,A,A114000,2009,3,6
3195240,A,A114100,2009,15,0
3195241,A,A114200,2009,18,45
3195242,A,A114300,2009,9,6
3195243,A,A114400,2009,0,0
3195244,A,A114500,2009,3,0
3195245,A,A114700,2009,60,50
3195246,A,A114800,2009,9,25
3195247,A,A114900,2009,6,9
3195248,A,A115000,2009,30,45
3195249,A,A115200,2009,0,0
3195250,A,A115300,2009,24,3
3195251,A,A115400,2009,0,0
3195252,A,A115500,2009,27,35
3195253,A,A115600,2009,18,6
3195254,A,A115700,2009,3,0
3195255,A,A115800,2009,3,3
3195256,A,A115900,2009,15,15
3195257,A,A116000,2009,3,0
3195258,A,A116100,2009,57,250
3195259,A,A116200,2009,0,0
3195260,A,A116300,2009,15,35
3195261,A,A116400,2009,60,25
3195262,A,A116600,2009,6,45
3195263,A,A116700,2009,0,0
3195264,A,A116800,2009,0,0
3195265,A,A116900,2009,0,0
3195266,A,A117000,2009,78,170
3195267,A,A117100,2009,12,3
3195268,A,A117300,2009,0,0
3195269,A,A117500,2009,3,0
3195270,A,A117600,2009,0,0
3195271,A,A117700,2009,0,0
3195272,A,A118000,2009,21,50
3195273,A,A118100,2009,3,0
3195274,A,A118300,2009,3,0
3195275,A,A118500,2009,0,0
3195276,A,A118600,2009,6,40
3195277,A,A118800,2009,3,120
3195278,A,A118900,2009,0,0
3195279,A,A119100,2009,3,0
3195280,A,A119200,2009,0,0
3195281,A,A119300,2009,0,3
3195282,A,A119400,2009,3,0
3195283,A,A119600,2009,3,0
3195284,A,A119700,2009,0,0
3195285,A,A119800,2009,3,0
3195286,A,A120000,2009,0,0
3195287,A,A120100,2009,12,21
3195288,A,A120200,2009,9,50
3195289,A,A120300,2009,0,0
3195290,A,A120600,2009,3,6
3195291,A,A120700,2009,3,3
3195292,A,A120900,2009,3,3
3195293,A,A121100,2009,12,6
3195294,A,A121200,2009,3,0
3195295,A,A121400,2009,3,0
3195296,A,A121600,2009,0,0
3195297,A,A121700,2009,6,21
3195298,A,A121800,2009,3,0
3195299,A,A121900,2009,3,0
3195300,A,A122000,2009,3,0
3195301,A,A122200,2009,3,0
3195302,A,A122300,2009,3,3
3195303,A,A122500,2009,0,0
3195304,A,A122700,2009,0,0
3195305,A,A123000,2009,3,0
3195306,A,A123500,2009,0,0
3195307,A,A123700,2009,3,0
3195308,A,A123800,2009,3,6
3195309,A,A123900,2009,0,0
3195310,A,A124000,2009,0,0
3195311,A,A124100,2009,6,0
3195312,A,A124300,2009,0,0
3195313,A,A124500,2009,3,0
3195314,A,A124700,2009,6,30
3195315,A,A124900,2009,6,0
3195316,A,A125000,2009,3,3
3195317,A,A125200,2009,0,0
3195318,A,A125300,2009,0,0
3195319,A,A125700,2009,0,0
3195320,A,A125900,2009,6,0
3195321,A,A126000,2009,6,9
3195322,A,A126100,2009,3,0
3195323,A,A126300,2009,0,0
3195324,A,A126400,2009,0,0
3195325,A,A126600,2009,6,0
3195326,A,A126700,2009,3,0
3195327,A,A126800,2009,3,0
3195328,A,A126900,2009,0,0
3195329,A,A127000,2009,0,0
3195330,A,A127200,2009,0,0
3195331,A,A127300,2009,0,0
3195332,A,A127400,2009,0,0
3195333,A,A127500,2009,3,6
3195334,A,A127600,2009,12,30
3195335,A,A127800,2009,0,0
3195336,A,A127900,2009,3,0
3195337,A,A128000,2009,6,0
3195338,A,A128100,2009,0,0
3195339,A,A128200,2009,0,0
3195340,A,A128300,2009,3,6
3195341,A,A128400,2009,0,0
3195342,A,A128500,2009,0,0
3195343,A,A128600,2009,3,0
3195344,A,A128700,2009,3,50
3195345,A,A128900,2009,0,0
3195346,A,A129100,2009,0,0
3195347,A,A129200,2009,3,3
3195348,A,A129400,2009,3,6
3195349,A,A129500,2009,0,0
3195350,A,A129600,2009,3,3
3195351,A,A129700,2009,0,0
3195352,A,A129800,2009,0,0
3195353,A,A129900,2009,3,0
3195354,A,A130000,2009,18,12
3195355,A,A130200,2009,0,6
3195356,A,A130300,2009,3,0
3195357,A,A130400,2009,3,0
3195358,A,A130700,2009,3,0
3195359,A,A130800,2009,0,0
3195360,A,A130900,2009,3,6
3195361,A,A131100,2009,3,0
3195362,A,A131200,2009,3,0
3195363,A,A131300,2009,6,3
3195364,A,A131500,2009,0,0
3195365,A,A131600,2009,0,0
3195366,A,A131700,2009,0,0
3195367,A,A131800,2009,3,0
3195368,A,A132100,2009,0,0
3195369,A,A132200,2009,3,0
3195370,A,A132700,2009,3,0
3195371,A,A132800,2009,0,0
3195372,A,A133000,2009,6,0
3195373,A,A133200,2009,6,9
3195374,A,A133300,2009,18,50
3195375,A,A133500,2009,3,0
3195376,A,A133600,2009,3,3
3195377,A,A133700,2009,6,0
3195378,A,A133800,2009,0,0
3195379,A,A133900,2009,0,9
3195380,A,A134000,2009,0,0
3195381,A,A134100,2009,3,0
3195382,A,A134300,2009,3,0
3195383,A,A134400,2009,3,0
3195384,A,A134500,2009,6,0
3195385,A,A134600,2009,3,0
3195386,A,A134700,2009,0,0
3195387,A,A135100,2009,3,0
3195388,A,A135300,2009,3,0
3195389,A,A135400,2009,0,0
3195390,A,A135600,2009,3,0
3195391,A,A135700,2009,3,0
3195392,A,A136000,2009,6,0
3195393,A,A136100,2009,3,0
3195394,A,A136200,2009,3,0
3195395,A,A136400,2009,6,0
3195396,A,A136500,2009,0,0
3195397,A,A136700,2009,6,3
3195398,A,A136900,2009,3,3
3195399,A,A137100,2009,3,0
3195400,A,A137400,2009,3,0
3195401,A,A137900,2009,0,0
3195402,A,A138100,2009,0,0
3195403,A,A138300,2009,0,0
3195404,A,A138400,2009,3,0
3195405,A,A138500,2009,9,3
3195406,A,A138700,2009,6,0
3195407,A,A138800,2009,3,0
3195408,A,A139000,2009,0,0
3195409,A,A139200,2009,3,0
3195410,A,A139300,2009,0,0
3195411,A,A139400,2009,3,0
3195412,A,A139600,2009,3,0
3195413,A,A140000,2009,9,3
3195414,A,A140300,2009,0,0
3195415,A,A140400,2009,3,0
3195416,A,A140700,2009,3,0
3195417,A,A140900,2009,0,0
3195418,A,A141100,2009,3,0
3195419,A,A141400,2009,3,0
3195420,A,A141500,2009,3,0
3195421,A,A141600,2009,3,0
3195422,A,A141700,2009,0,0
3195423,A,A141800,2009,3,0
3195424,A,A142000,2009,3,0
3195425,A,A142200,2009,6,0
3195426,A,A142600,2009,0,0
3195427,A,A142700,2009,3,0
3195428,A,A142800,2009,3,0
3195429,A,A143000,2009,6,3
3195430,A,A143100,2009,3,0
3195431,A,A143200,2009,0,0
3195432,A,A143300,2009,0,0
3195433,A,A143400,2009,3,3
3195434,A,A143800,2009,0,0
3195435,A,A144000,2009,6,0
3195436,A,A144100,2009,0,0
3195437,A,A144200,2009,6,0
3195438,A,A144500,2009,3,15
3456013,A,A100100,2008,99,140
3456014,A,A100200,2008,177,170
3456015,A,A100300,2008,18,30
3456016,A,A100400,2008,72,65
3456017,A,A100500,2008,81,110
3456018,A,A100600,2008,12,12
3456019,A,A100700,2008,24,35
3456020,A,A100800,2008,21,40
3456021,A,A100900,2008,66,40
3456022,A,A101000,2008,48,25
3456023,A,A101100,2008,21,25
3456024,A,A101200,2008,99,21
3456025,A,A101300,2008,96,12
3456026,A,A101400,2008,72,35
3456027,A,A101500,2008,54,12
3456028,A,A101600,2008,63,35
3456029,A,A101700,2008,81,70
3456030,A,A101800,2008,42,35
3456031,A,A101900,2008,66,25
3456032,A,A102000,2008,96,35
3456033,A,A102100,2008,39,15
3456034,A,A102200,2008,120,95
3456035,A,A102300,2008,90,65
3456036,A,A102400,2008,36,40
3456037,A,A102500,2008,33,65
3456038,A,A102600,2008,93,100
3456039,A,A102700,2008,48,20
3456040,A,A102800,2008,18,230
3456041,A,A102900,2008,57,9
3456042,A,A103000,2008,9,18
3456043,A,A103100,2008,54,75
3456044,A,A103200,2008,63,50
3456045,A,A103300,2008,57,35
3456046,A,A103400,2008,84,100
3456047,A,A103500,2008,18,30
3456048,A,A103600,2008,54,15
3456049,A,A103700,2008,6,0
3456050,A,A103800,2008,6,12
3456051,A,A103900,2008,6,0
3456052,A,A104000,2008,36,30
3456053,A,A104100,2008,81,45
3456054,A,A104200,2008,9,9
3456055,A,A104300,2008,6,3
3456056,A,A104400,2008,18,12
3456057,A,A104500,2008,6,0
3456058,A,A104600,2008,6,9
3456059,A,A104700,2008,99,40
3456060,A,A104800,2008,222,250
3456061,A,A104900,2008,195,150
3456062,A,A105000,2008,0,0
3456063,A,A105100,2008,132,55
3456064,A,A105200,2008,9,3
3456065,A,A105300,2008,87,90
3456066,A,A105400,2008,360,140
3456067,A,A105500,2008,18,12
3456068,A,A105600,2008,45,9
3456069,A,A105700,2008,57,40
3456070,A,A105800,2008,0,0
3456071,A,A105900,2008,9,15
3456072,A,A106000,2008,0,0
3456073,A,A106100,2008,12,9
3456074,A,A106200,2008,0,0
3456075,A,A106300,2008,63,25
3456076,A,A106400,2008,3,35
3456077,A,A106500,2008,9,0
3456078,A,A106600,2008,6,0
3456079,A,A106700,2008,57,12
3456080,A,A106800,2008,0,0
3456081,A,A106900,2008,9,12
3456082,A,A107000,2008,3,0
3456083,A,A107100,2008,9,25
3456084,A,A107200,2008,9,3
3456085,A,A107300,2008,6,21
3456086,A,A107500,2008,3,3
3456087,A,A107600,2008,9,0
3456088,A,A107700,2008,42,40
3456089,A,A107800,2008,231,100
3456090,A,A107900,2008,6,40
3456091,A,A108000,2008,78,50
3456092,A,A108100,2008,6,0
3456093,A,A108200,2008,3,0
3456094,A,A108300,2008,9,3
3456095,A,A108400,2008,3,3
3456096,A,A108500,2008,45,50
3456097,A,A108600,2008,171,100
3456098,A,A108700,2008,6,0
3456099,A,A108800,2008,15,6
3456100,A,A108900,2008,18,45
3456101,A,A109000,2008,96,45
3456102,A,A109100,2008,402,550
3456103,A,A109200,2008,303,290
3456104,A,A109300,2008,33,30
3456105,A,A109400,2008,321,260
3456106,A,A109500,2008,171,110
3456107,A,A109600,2008,30,15
3456108,A,A109700,2008,132,120
3456109,A,A109800,2008,99,30
3456110,A,A109900,2008,9,0
3456111,A,A110100,2008,9,0
3456112,A,A110200,2008,162,65
3456113,A,A110300,2008,3,0
3456114,A,A110400,2008,282,170
3456115,A,A110500,2008,24,3
3456116,A,A110700,2008,159,220
3456117,A,A110800,2008,141,45
3456118,A,A110900,2008,60,40
3456119,A,A111100,2008,27,6
3456120,A,A111200,2008,189,170
3456121,A,A111300,2008,24,12
3456122,A,A111400,2008,30,85
3456123,A,A111500,2008,84,100
3456124,A,A111600,2008,129,30
3456125,A,A111700,2008,6,18
3456126,A,A111800,2008,21,12
3456127,A,A111900,2008,18,3
3456128,A,A112000,2008,6,0
3456129,A,A112100,2008,66,35
3456130,A,A112200,2008,6,3
3456131,A,A112300,2008,57,18
3456132,A,A112400,2008,9,21
3456133,A,A112500,2008,48,0
3456134,A,A112600,2008,57,45
3456135,A,A112700,2008,0,0
3456136,A,A112800,2008,3,0
3456137,A,A113000,2008,0,0
3456138,A,A113200,2008,48,60
3456139,A,A113300,2008,3,3
3456140,A,A113400,2008,39,18
3456141,A,A113500,2008,33,55
3456142,A,A113600,2008,3,0
3456143,A,A113700,2008,9,0
3456144,A,A113800,2008,6,120
3456145,A,A114000,2008,0,0
3456146,A,A114100,2008,12,3
3456147,A,A114200,2008,18,15
3456148,A,A114300,2008,9,9
3456149,A,A114400,2008,0,0
3456150,A,A114500,2008,3,0
3456151,A,A114700,2008,60,50
3456152,A,A114800,2008,9,25
3456153,A,A114900,2008,6,9
3456154,A,A115000,2008,30,45
3456155,A,A115300,2008,24,9
3456156,A,A115400,2008,3,0
3456157,A,A115500,2008,30,25
3456158,A,A115600,2008,18,6
3456159,A,A115700,2008,0,0
3456160,A,A115800,2008,3,3
3456161,A,A115900,2008,15,12
3456162,A,A116000,2008,3,0
3456163,A,A116100,2008,54,210
3456164,A,A116200,2008,3,0
3456165,A,A116300,2008,18,35
3456166,A,A116400,2008,60,30
3456167,A,A116600,2008,6,55
3456168,A,A116700,2008,6,0
3456169,A,A116800,2008,3,0
